parameter_code,category,entity,current_code_value,unit,source_value_or_range,source_status,source_type,value_match_to_source,source_reference,source_url,formula_or_derivation,notes,enzyme,reaction_id,substrate,value_error,error_unit,model_usage,original_file,record_id,name_zh,meaning_zh,evidence_grade,v9_value,v9_unit,v9_input_mode,v9_active,v9_model_usage,etot_scan_scope,scan_method,scan_values,scan_unit,baseline_capacity,capacity_unit,capacity_formula,v9_change,v9_validation_source,report_note_zh
Vmax.PaIDS1_DMAPP,Vmax,PaIDS1_DMAPP,1.54,nmol/min/mg_protein,1.54±0.07 nmol/min/mg_protein,verified_from_uploaded_paids1_xlsx,uploaded_xlsx_verified_parameter,match,"Uploaded workbook: 野生型 PaIDS1 動力學數據.xlsx, sheet 工作表1",,COBRA flux conversion in V8: current_code_value * PaIDS1_mg_per_gDW * 60 / 1e6 = mmol/gDW/hr,PaIDS1 wild-type specific activity; treated as verified. The current_code_value is intentionally kept in source unit because protein expression mass is a scenario parameter.,PaIDS1,PAIDS1_GPP_het,DMAPP,0.07,nmol/min/mg_protein,"V8 PaIDS1_GPP capacity candidate; code should use min(Vmax.PaIDS1_IPP,Vmax.PaIDS1_DMAPP) for PAIDS1_GPP_het.",野生型 PaIDS1 動力學數據.xlsx,P070,PaIDS1 對 DMAPP 的比活性 Vmax,PaIDS1 的量測比活性；需乘上 PaIDS1 mg/gDW 才能換成 COBRA 通量。,A,1.54,nmol/min/mg_protein,registry_runtime_input,true,"V9 PaIDS1_GPP capacity candidate; code should use min(Vmax.PaIDS1_IPP,Vmax.PaIDS1_DMAPP) for PAIDS1_GPP_het.",,,,,,,,沿用並由本次 PaIDS1 原始檔重新核對。,野生型 PaIDS1 動力學數據(1).xlsx，工作表1；2026-07-26 重新核對,PaIDS1 wild-type specific activity; treated as verified. The current_code_value is intentionally kept in source unit because protein expression mass is a scenario parameter.
Km.PaIDS1_GPP,Km,PaIDS1_GPP,0.0141,mM,14.1±2.4 uM,verified_from_uploaded_paids1_xlsx,uploaded_xlsx_verified_parameter,unit_converted,"Uploaded workbook: 野生型 PaIDS1 動力學數據.xlsx, sheet 工作表1",,14.1 uM / 1000 = 0.0141 mM,PaIDS1 wild-type kinetic parameter; treated as verified for this registry. Uncertainty converted to mM in value_error.,PaIDS1,PAIDS1_FPP_het,GPP,0.0024,mM,Recorded for future Michaelis-Menten mode; V8 capacityOnly does not use Km. GPP is substrate for PAIDS1_FPP_het.,野生型 PaIDS1 動力學數據.xlsx,P071,PaIDS1 對 GPP 的 Km,底物濃度達到半最大反應速率時的濃度；第九版第一階段仍不套用 Michaelis–Menten 飽和項。,A,0.0141,mM,registry_for_future_mode,false,保留供未來 Michaelis–Menten 模式；V9 第一階段 Etot 容量掃描不使用。,,,,,,,,沿用並由本次 PaIDS1 原始檔重新核對；第一階段不生效。,野生型 PaIDS1 動力學數據(1).xlsx，工作表1；2026-07-26 重新核對,PaIDS1 wild-type kinetic parameter; treated as verified for this registry. Uncertainty converted to mM in value_error.
Vmax.PaIDS1_GPP,Vmax,PaIDS1_GPP,0.62,nmol/min/mg_protein,0.62±0.04 nmol/min/mg_protein,verified_from_uploaded_paids1_xlsx,uploaded_xlsx_verified_parameter,match,"Uploaded workbook: 野生型 PaIDS1 動力學數據.xlsx, sheet 工作表1",,COBRA flux conversion in V8: current_code_value * PaIDS1_mg_per_gDW * 60 / 1e6 = mmol/gDW/hr,PaIDS1 wild-type specific activity; treated as verified. The current_code_value is intentionally kept in source unit because protein expression mass is a scenario parameter.,PaIDS1,PAIDS1_FPP_het,GPP,0.04,nmol/min/mg_protein,V8 capacityOnly: PAIDS1_FPP_het ub = exprFactor * Vmax.PaIDS1_GPP * PaIDS1_mg_per_gDW * 60 / 1e6.,野生型 PaIDS1 動力學數據.xlsx,P072,PaIDS1 對 GPP 的比活性 Vmax,PaIDS1 的量測比活性；需乘上 PaIDS1 mg/gDW 才能換成 COBRA 通量。,A,0.62,nmol/min/mg_protein,registry_runtime_input,true,V9 capacityOnly: PAIDS1_FPP_het ub = exprFactor * Vmax.PaIDS1_GPP * PaIDS1_mg_per_gDW * 60 / 1e6.,,,,,,,,沿用並由本次 PaIDS1 原始檔重新核對。,野生型 PaIDS1 動力學數據(1).xlsx，工作表1；2026-07-26 重新核對,PaIDS1 wild-type specific activity; treated as verified. The current_code_value is intentionally kept in source unit because protein expression mass is a scenario parameter.
Km.PaIDS1_FPP,Km,PaIDS1_FPP,0.0011,mM,1.1±0.1 uM,verified_from_uploaded_paids1_xlsx,uploaded_xlsx_verified_parameter,unit_converted,"Uploaded workbook: 野生型 PaIDS1 動力學數據.xlsx, sheet 工作表1",,1.1 uM / 1000 = 0.0011 mM,PaIDS1 wild-type kinetic parameter; treated as verified for this registry. Uncertainty converted to mM in value_error.,PaIDS1,PAIDS1_GGPP_het,FPP,0.0001,mM,Recorded for future Michaelis-Menten mode; V8 capacityOnly does not use Km. FPP is substrate for PAIDS1_GGPP_het.,野生型 PaIDS1 動力學數據.xlsx,P073,PaIDS1 對 FPP 的 Km,底物濃度達到半最大反應速率時的濃度；第九版第一階段仍不套用 Michaelis–Menten 飽和項。,A,0.0011,mM,registry_for_future_mode,false,保留供未來 Michaelis–Menten 模式；V9 第一階段 Etot 容量掃描不使用。,,,,,,,,沿用並由本次 PaIDS1 原始檔重新核對；第一階段不生效。,野生型 PaIDS1 動力學數據(1).xlsx，工作表1；2026-07-26 重新核對,PaIDS1 wild-type kinetic parameter; treated as verified for this registry. Uncertainty converted to mM in value_error.
Vmax.PaIDS1_FPP,Vmax,PaIDS1_FPP,0.23,nmol/min/mg_protein,0.23 ±0.01 nmol/min/mg_protein,verified_from_uploaded_paids1_xlsx,uploaded_xlsx_verified_parameter,match,"Uploaded workbook: 野生型 PaIDS1 動力學數據.xlsx, sheet 工作表1",,COBRA flux conversion in V8: current_code_value * PaIDS1_mg_per_gDW * 60 / 1e6 = mmol/gDW/hr,PaIDS1 wild-type specific activity; treated as verified. The current_code_value is intentionally kept in source unit because protein expression mass is a scenario parameter.,PaIDS1,PAIDS1_GGPP_het,FPP,0.01,nmol/min/mg_protein,V8 capacityOnly: PAIDS1_GGPP_het ub = exprFactor * Vmax.PaIDS1_FPP * PaIDS1_mg_per_gDW * 60 / 1e6.,野生型 PaIDS1 動力學數據.xlsx,P074,PaIDS1 對 FPP 的比活性 Vmax,PaIDS1 的量測比活性；需乘上 PaIDS1 mg/gDW 才能換成 COBRA 通量。,A,0.23,nmol/min/mg_protein,registry_runtime_input,true,V9 capacityOnly: PAIDS1_GGPP_het ub = exprFactor * Vmax.PaIDS1_FPP * PaIDS1_mg_per_gDW * 60 / 1e6.,,,,,,,,沿用並由本次 PaIDS1 原始檔重新核對。,野生型 PaIDS1 動力學數據(1).xlsx，工作表1；2026-07-26 重新核對,PaIDS1 wild-type specific activity; treated as verified. The current_code_value is intentionally kept in source unit because protein expression mass is a scenario parameter.
conv.cellVolume_L_per_gDW,conversion_parameter,cellVolume_L_per_gDW,0.003,L/gDW,0.003,scenario_assumption,modeling_assumption,scenario_value,LimoneneCOBRA008 modeling choice,,mM/hr * L/gDW = mmol/gDW/hr,Adjustable V8 conversion parameter for Vmax rows reported as mM/hr.,,DXS_T7_het;IDI_T7_IPP_to_DMAPP_het;IDI_T7_DMAPP_to_IPP_het;GPPS_S80F_het;LIMS_MS_het,,,,V8 capacityOnly conversion: capacityFlux = Vmax_mMhr * conv.cellVolume_L_per_gDW.,LimoneneCOBRA008.m,P075,細胞體積換算因子,把細胞內濃度速率 mM/h 轉為 COBRA 通量 mmol/gDW/h。,D,0.003,L/gDW,registry_runtime_input,true,V9 capacityOnly conversion: capacityFlux = Vmax_mMhr * conv.cellVolume_L_per_gDW.,,,,,,,,沿用 V8 並列為 V9 必要輸入。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m,Adjustable V8 conversion parameter for Vmax rows reported as mM/hr.
conv.PaIDS1_mg_per_gDW,conversion_parameter,PaIDS1_mg_per_gDW,10.0,mg/gDW,10.0,scenario_assumption,modeling_assumption,scenario_value,LimoneneCOBRA008 modeling choice,,nmol/min/mg_protein * mg/gDW * 60 / 1e6 = mmol/gDW/hr,Adjustable V8 scenario parameter for converting PaIDS1 specific activity to COBRA flux capacity.,PaIDS1,PAIDS1_GPP_het;PAIDS1_FPP_het;PAIDS1_GGPP_het,,,,V8 capacityOnly conversion for Vmax.PaIDS1_* rows.,LimoneneCOBRA008.m,P076,PaIDS1 表現量換算因子,在實驗單位與 COBRA 通量單位之間換算的模型假設。,D,10.0,mg/gDW,registry_runtime_input,true,V9 capacityOnly conversion for Vmax.PaIDS1_* rows.,,,,,,,,沿用 V8 並列為 V9 必要輸入。,野生型 PaIDS1 動力學數據(1).xlsx，工作表1；2026-07-26 重新核對,Adjustable V8 scenario parameter for converting PaIDS1 specific activity to COBRA flux capacity.
maxUptake.EX_glyc_e,exchange_bound,EX_glyc_e,18,mmol/gDW/h,18,literature_based_modeling_choice,literature_parameter_from_user_cited_source,user_selected,"Orth et al. 2011, A comprehensive genome-scale reconstruction of Escherichia coli metabolism—2011",https://link.springer.com/article/10.1038/msb.2011.65,"COBRA exchange uptake lower bound = -abs(current_code_value); use changeRxnBounds(model,'EX_glyc_e',-18.0000,'l')",Maximum glycerol uptake rate for V8 dFBA scenario. Stored as positive uptake capacity; COBRA lower bound must be negative.,,EX_glyc_e,glycerol_e,,,V8 dFBA exchange bound: set EX_glyc_e lower bound to -18.0000 mmol/gDW/h before/inside dynamicFBA uptake limiting.,Orth et al. 2011,P077,甘油最大攝取速率,模型每單位乾重每小時最多可攝取的甘油。,B,18,mmol/gDW/h,registry_runtime_input,true,V9 dFBA exchange bound: set EX_glyc_e lower bound to -18.0000 mmol/gDW/h before/inside dynamicFBA uptake limiting.,,,,,,,,沿用 V8 並列為 V9 必要輸入。,"Orth et al. 2011, A comprehensive genome-scale reconstruction of Escherichia coli metabolism—2011",Maximum glycerol uptake rate for V8 dFBA scenario. Stored as positive uptake capacity; COBRA lower bound must be negative.
maxUptake.EX_o2_e,exchange_bound,EX_o2_e,35,mmol/gDW/h,35,literature_based_modeling_choice,literature_parameter_from_user_cited_source,user_selected,"Alper et al. 2005, Construction of lycopene-overproducing E. coli strains by combining systematic and combinatorial gene knockout targets",https://www.nature.com/articles/nbt1083,"COBRA exchange uptake lower bound = -abs(current_code_value); use changeRxnBounds(model,'EX_o2_e',-35.0000,'l')",Maximum oxygen uptake rate for aerobic V8 dFBA scenario. Stored as positive uptake capacity; COBRA lower bound must be negative.,,EX_o2_e,o2_e,,,V8 dFBA exchange bound: set EX_o2_e lower bound to -35.0000 mmol/gDW/h for aerobic limonene-production simulation.,Alper et al. 2005,P078,氧氣最大攝取速率,模型每單位乾重每小時最多可攝取的氧氣。,B,35,mmol/gDW/h,registry_runtime_input,true,V9 dFBA exchange bound: set EX_o2_e lower bound to -35.0000 mmol/gDW/h for aerobic limonene-production simulation.,,,,,,,,沿用 V8 並列為 V9 必要輸入。,"Alper et al. 2005, Construction of lycopene-overproducing E. coli strains by combining systematic and combinatorial gene knockout targets",Maximum oxygen uptake rate for aerobic V8 dFBA scenario. Stored as positive uptake capacity; COBRA lower bound must be negative.
sim.versionName,simulation_setting,LimoneneCOBRA009,LimoneneCOBRA009,text,LimoneneCOBRA009,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,本表與下一版主程式的版本識別。,,,,,,New V9 row,V9 design specification,P079,版本名稱,本表與下一版主程式的版本識別。,D,LimoneneCOBRA009,text,scenario_default_and_override,true,寫入輸出與報告。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,本表與下一版主程式的版本識別。
sim.kineticMode,simulation_setting,LimoneneCOBRA009,EtotDerivedCapacity,text,EtotDerivedCapacity,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,以 kcat × Etot 在執行時重建酵素容量。,,,,,,New V9 row,V9 design specification,P080,動力學容量模式,以 kcat × Etot 在執行時重建酵素容量。,D,EtotDerivedCapacity,text,scenario_default_and_override,true,決定 V9 不再直接讀取固定 Vmax。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,以 kcat × Etot 在執行時重建酵素容量。
sim.iptgStartTime_h,simulation_setting,LimoneneCOBRA009,4,h,4,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,在此時間之前鎖住 T7 路徑，之後開啟。,,,,,,New V9 row,V9 design specification,P081,IPTG 誘導時間,在此時間之前鎖住 T7 路徑，之後開啟。,D,4,h,scenario_default_and_override,true,scenario.iptgStartTime_h 的預設值。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,在此時間之前鎖住 T7 路徑，之後開啟。
sim.preInductionExpr,simulation_setting,LimoneneCOBRA009,0,fraction,0,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,IPTG 加入前的 T7 酵素表現比例。,,,,,,New V9 row,V9 design specification,P082,誘導前表現比例,IPTG 加入前的 T7 酵素表現比例。,D,0,fraction,scenario_default_and_override,true,用於所有 T7 容量上限。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,IPTG 加入前的 T7 酵素表現比例。
sim.inducedExpr,simulation_setting,LimoneneCOBRA009,1,fraction,1,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,IPTG 完全誘導後的 T7 酵素表現比例。,,,,,,New V9 row,V9 design specification,P083,完全誘導表現比例,IPTG 完全誘導後的 T7 酵素表現比例。,D,1,fraction,scenario_default_and_override,true,用於所有 T7 容量上限。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,IPTG 完全誘導後的 T7 酵素表現比例。
sim.inductionRampTime_h,simulation_setting,LimoneneCOBRA009,0,h,0,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,表現比例由誘導前上升至完全誘導所需時間；0 表示瞬時。,,,,,,New V9 row,V9 design specification,P084,誘導爬升時間,表現比例由誘導前上升至完全誘導所需時間；0 表示瞬時。,D,0,h,scenario_default_and_override,true,控制 exprFactor 的時間變化。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,表現比例由誘導前上升至完全誘導所需時間；0 表示瞬時。
sim.initGlycerol_mM,simulation_setting,LimoneneCOBRA009,54.8,mM,54.8,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,TB 類培養基中的主要碳源初始濃度。,,,,,,New V9 row,V9 design specification,P085,初始甘油濃度,TB 類培養基中的主要碳源初始濃度。,D,54.8,mM,scenario_default_and_override,true,dFBA 顯式追蹤的初始濃度。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,TB 類培養基中的主要碳源初始濃度。
sim.initPhosphate_mM,simulation_setting,LimoneneCOBRA009,89,mM,89,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,TB 緩衝鹽的近似總磷酸鹽濃度。,,,,,,New V9 row,V9 design specification,P086,初始總磷酸鹽濃度,TB 緩衝鹽的近似總磷酸鹽濃度。,D,89,mM,scenario_default_and_override,true,dFBA 顯式追蹤的初始濃度。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,TB 緩衝鹽的近似總磷酸鹽濃度。
sim.initBiomass_gDW_L,simulation_setting,LimoneneCOBRA009,0.035,gDW/L,0.035,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,模擬起點的細胞乾重濃度。,,,,,,New V9 row,V9 design specification,P087,初始生物質量,模擬起點的細胞乾重濃度。,D,0.035,gDW/L,scenario_default_and_override,true,dFBA 的初始 biomass。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,模擬起點的細胞乾重濃度。
sim.timeStep_h,simulation_setting,LimoneneCOBRA009,0.25,h,0.25,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,每次重新求解 FBA 與更新濃度的時間間隔。,,,,,,New V9 row,V9 design specification,P088,每一步時間,每次重新求解 FBA 與更新濃度的時間間隔。,D,0.25,h,scenario_default_and_override,true,dynamicFBA_T7simple003 的 timeStep。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,每次重新求解 FBA 與更新濃度的時間間隔。
sim.nSteps,simulation_setting,LimoneneCOBRA009,100,count,100,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,dFBA 最多執行的步數。,,,,,,New V9 row,V9 design specification,P089,模擬步數,dFBA 最多執行的步數。,D,100,count,scenario_default_and_override,true,dynamicFBA_T7simple003 的 nSteps。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,dFBA 最多執行的步數。
sim.totalTime_h,simulation_setting,LimoneneCOBRA009,25,h,25,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,sim.timeStep_h × sim.nSteps = 0.25 × 100 = 25,timeStep × nSteps。,,,,,,New V9 row,V9 design specification,P090,最大模擬時間,timeStep × nSteps。,D,25,h,derived,true,報告用衍生值。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,timeStep × nSteps。
sim.minGrowthFrac,simulation_setting,LimoneneCOBRA009,0.1,fraction,0.1,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,growthFloor = minGrowthFrac × availableMuMax(current dFBA step),誘導後生長速率至少維持在每個 dFBA 步驟當下可達最大生長率的此比例。,,,,,,New V9 row,V9 design specification,P091,誘導後最低生長比例,誘導後生長速率至少維持在每個 dFBA 步驟當下可達最大生長率的此比例。,D,0.1,fraction,scenario_default_and_override,true,生產優先最佳化的 biomass 下限；基準為當下培養基、攝取上限與誘導負擔下可達的 availableMuMax。,,,,,,,,修正固定初始 muMax 可能使誘導後生產最佳化不可行的問題。,LimoneneCOBRA009.m；dynamicFBA_T7simple003.m corrected Version 9,誘導後生長速率至少維持在每個 dFBA 步驟當下可達最大生長率的此比例。
sim.fallbackGrowthFracs,simulation_setting,LimoneneCOBRA009,0.10;0.05;0.01,fraction_list,0.10;0.05;0.01,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,若生產最佳化不可行，依序降低生長下限。,,,,,,New V9 row,V9 design specification,P092,生長下限降階序列,若生產最佳化不可行，依序降低生長下限。,D,0.10;0.05;0.01,fraction_list,scenario_default_and_override,true,生產優先求解的容錯序列。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,若生產最佳化不可行，依序降低生長下限。
sim.minPositiveMu,simulation_setting,LimoneneCOBRA009,1e-9,h^-1,1e-9,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,低於此值視為沒有正生長。,,,,,,New V9 row,V9 design specification,P093,正生長判定閾值,低於此值視為沒有正生長。,D,1e-9,h^-1,scenario_default_and_override,true,停止與數值判斷。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,低於此值視為沒有正生長。
sim.burdenBaseLB,simulation_setting,LimoneneCOBRA009,0,mmol/gDW/h,0,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,未誘導時 T7_BURDEN 的最低 ATP 消耗通量。,,,,,,New V9 row,V9 design specification,P094,未誘導表現負擔,未誘導時 T7_BURDEN 的最低 ATP 消耗通量。,D,0,mmol/gDW/h,scenario_default_and_override,true,T7 表現負擔下限。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,未誘導時 T7_BURDEN 的最低 ATP 消耗通量。
sim.burdenMaxLB,simulation_setting,LimoneneCOBRA009,0.5,mmol/gDW/h,0.5,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,完全誘導時 T7_BURDEN 的最低 ATP 消耗通量。,,,,,,New V9 row,V9 design specification,P095,完全誘導表現負擔,完全誘導時 T7_BURDEN 的最低 ATP 消耗通量。,D,0.5,mmol/gDW/h,scenario_default_and_override,true,T7 表現負擔下限。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,完全誘導時 T7_BURDEN 的最低 ATP 消耗通量。
sim.richAminoAcidMaxUptake,simulation_setting,LimoneneCOBRA009,2,mmol/gDW/h,2,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,用單一攝取上限近似 tryptone/yeast extract 所供應的胺基酸。,,20 amino-acid exchange reactions,,,,New V9 row,V9 design specification,P096,富含胺基酸攝取上限,用單一攝取上限近似 tryptone/yeast extract 所供應的胺基酸。,D,2,mmol/gDW/h,scenario_default_and_override,true,TB 類培養基近似。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,用單一攝取上限近似 tryptone/yeast extract 所供應的胺基酸。
sim.nonTrackedConc_mM,simulation_setting,LimoneneCOBRA009,1000,mM,1000,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,對已開放但未單獨追蹤的培養基成分配置大型虛擬池。,,,,,,New V9 row,V9 design specification,P097,未顯式追蹤營養池濃度,對已開放但未單獨追蹤的培養基成分配置大型虛擬池。,D,1000,mM,scenario_default_and_override,true,避免非核心營養在短時間內耗盡。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,對已開放但未單獨追蹤的培養基成分配置大型虛擬池。
sim.paids1CompetitionMode,simulation_setting,LimoneneCOBRA009,none,text,none,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,控制是否強制 PaIDS1 側路與 GPP/LS 通量連動。,,,,,,New V9 row,V9 design specification,P098,PaIDS1 競爭模式,控制是否強制 PaIDS1 側路與 GPP/LS 通量連動。,D,none,text,scenario_default_and_override,true,基準情境不強制側路比例。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,控制是否強制 PaIDS1 側路與 GPP/LS 通量連動。
sim.paids1AlphaFPPperGPP,simulation_setting,LimoneneCOBRA009,0.25,ratio,0.25,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,alpha 模式下要求 FPP 通量至少為 GPP 通量的比例。,,,,,,New V9 row,V9 design specification,P099,PaIDS1 FPP/GPP 比例,alpha 模式下要求 FPP 通量至少為 GPP 通量的比例。,D,0.25,ratio,scenario_default_and_override,conditional,僅 alphaFPPperGPP 模式使用。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,alpha 模式下要求 FPP 通量至少為 GPP 通量的比例。
sim.paids1BetaFPPperLIMS,simulation_setting,LimoneneCOBRA009,0.25,ratio,0.25,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,beta 模式下要求 FPP 通量至少為 LS 通量的比例。,,,,,,New V9 row,V9 design specification,P100,PaIDS1 FPP/LS 比例,beta 模式下要求 FPP 通量至少為 LS 通量的比例。,D,0.25,ratio,scenario_default_and_override,conditional,僅 betaFPPperLIMS 模式使用。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,beta 模式下要求 FPP 通量至少為 LS 通量的比例。
sim.useProdPriority,simulation_setting,LimoneneCOBRA009,true,boolean,true,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,誘導後以檸檬烯出口為目標並保留最低生長。,,,,,,New V9 row,V9 design specification,P101,誘導後生產優先,誘導後以檸檬烯出口為目標並保留最低生長。,D,true,boolean,scenario_default_and_override,true,選擇誘導後最佳化策略。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,誘導後以檸檬烯出口為目標並保留最低生長。
sim.allowGrowthFallbackAfterProductionFailure,simulation_setting,LimoneneCOBRA009,true,boolean,true,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,若生產優先不可行，允許退回生長最佳化。,,,,,,New V9 row,V9 design specification,P102,生產失敗後允許生長求解,若生產優先不可行，允許退回生長最佳化。,D,true,boolean,scenario_default_and_override,true,避免單一步驟立即中止。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,若生產優先不可行，允許退回生長最佳化。
sim.stopOnNonPositiveGrowth,simulation_setting,LimoneneCOBRA009,false,boolean,false,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,false 代表生長為零時仍可繼續檢查生產。,,,,,,New V9 row,V9 design specification,P103,無正生長是否停止,false 代表生長為零時仍可繼續檢查生產。,D,false,boolean,scenario_default_and_override,true,V9 基準停止政策。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,false 代表生長為零時仍可繼續檢查生產。
sim.stopAfterInductionWhenNoProduction,simulation_setting,LimoneneCOBRA009,false,boolean,false,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,false 代表完整執行指定時長，便於跨案例一致比較。,,,,,,New V9 row,V9 design specification,P104,誘導後無生產是否停止,false 代表完整執行指定時長，便於跨案例一致比較。,D,false,boolean,scenario_default_and_override,true,V9 Etot 掃描基準停止政策。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,false 代表完整執行指定時長，便於跨案例一致比較。
